Encoding Id,Market,Rank,Station,Channel,Affiliate,Start Date,Start Time,Stop Date,Stop Time,Start Second,Stop Second,Seconds,Program,ISCI-20,Campaign,Advertiser,Product Name,Module Code,Phone Number,Length 
0001402031,WILKES BARRE,060,WSWB,038,CW,20200304,19:50:40,20200304,19:51:09,0000000010,0000000039,0000000045,FAMILY FEUD,MCWB934630H,10/15/19,McCann,Healthcare Skills,30,5703913112,30
0001411268,MONROE,140,NNOE,011,ABC,20200302,17:25:03,20200302,17:26:02,0000000010,0000000069,0000000075,JUDGE JUDY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,NNOE,011,ABC,20200302,22:21:56,20200302,22:22:25,0000000010,0000000039,0000000045,KAQY NEWS NOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200303,09:16:15,20200303,09:17:11,0000000010,0000000066,0000000075,25 WORDS OR LESS,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,NNOE,011,ABC,20200303,09:45:29,20200303,09:45:58,0000000010,0000000039,0000000045,25 WORDS OR LESS,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001400742,MONROE,140,NNOE,011,ABC,20200303,14:46:59,20200303,14:47:28,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200303,14:56:49,20200303,14:57:48,0000000010,0000000069,0000000075,THE WENDY WILLIAMS SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,NNOE,011,ABC,20200303,22:28:53,20200303,22:29:22,0000000010,0000000039,0000000045,KAQY NEWS NOW,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200304,17:12:55,20200304,17:13:53,0000000011,0000000069,0000000075,JUDGE JUDY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,NNOE,011,ABC,20200305,09:26:10,20200305,09:26:39,0000000010,0000000039,0000000045,25 WORDS OR LESS,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200305,09:55:23,20200305,09:56:22,0000000010,0000000069,0000000075,25 WORDS OR LESS,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,NNOE,011,ABC,20200305,14:32:59,20200305,14:33:58,0000000010,0000000069,0000000075,THE WENDY WILLIAMS SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,NNOE,011,ABC,20200305,14:46:12,20200305,14:46:41,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001400742,MONROE,140,KTVE,010,NBC,20200302,11:26:35,20200302,11:27:04,0000000010,0000000039,0000000045,TAMRON HALL,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200302,11:56:24,20200302,11:57:23,0000000010,0000000069,0000000075,TAMRON HALL,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,KTVE,010,NBC,20200302,14:18:16,20200302,14:18:45,0000000010,0000000039,0000000045,RACHAEL RAY,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200302,14:38:28,20200302,14:39:27,0000000010,0000000069,0000000075,RACHAEL RAY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KTVE,010,NBC,20200303,16:09:21,20200303,16:09:50,0000000010,0000000039,0000000045,THE DR. OZ SHOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200303,16:33:44,20200303,16:34:43,0000000010,0000000069,0000000075,THE DR. OZ SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,KTVE,010,NBC,20200304,11:12:49,20200304,11:13:48,0000000010,0000000069,0000000075,TAMRON HALL,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,KTVE,010,NBC,20200304,11:32:41,20200304,11:33:10,0000000010,0000000039,0000000045,TAMRON HALL,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001400742,MONROE,140,KTVE,010,NBC,20200304,14:14:07,20200304,14:14:36,0000000010,0000000039,0000000045,RACHAEL RAY,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200304,14:39:38,20200304,14:40:37,0000000010,0000000069,0000000075,RACHAEL RAY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,KARD,014,FOX,20200302,12:15:51,20200302,12:16:50,0000000010,0000000069,0000000075,THE PEOPLE'S COURT,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KARD,014,FOX,20200302,12:49:09,20200302,12:49:37,0000000011,0000000039,0000000045,THE PEOPLE'S COURT,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411269,MONROE,140,KARD,014,FOX,20200303,13:11:00,20200303,13:11:29,0000000010,0000000039,0000000045,TMZ LIVE,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200303,13:41:44,20200303,13:42:43,0000000010,0000000069,0000000075,TMZ LIVE,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,KARD,014,FOX,20200304,12:17:00,20200304,12:17:59,0000000010,0000000069,0000000075,THE PEOPLE'S COURT,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KARD,014,FOX,20200304,12:58:44,20200304,12:59:13,0000000010,0000000039,0000000045,THE PEOPLE'S COURT,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411269,MONROE,140,KARD,014,FOX,20200304,19:18:41,20200304,19:19:10,0000000010,0000000039,0000000045,THE MASKED SINGER,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001400742,MONROE,140,KARD,014,FOX,20200305,13:10:28,20200305,13:10:57,0000000010,0000000039,0000000045,TMZ LIVE,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200305,13:31:53,20200305,13:32:52,0000000010,0000000069,0000000075,TMZ LIVE,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200302,15:57:54,20200302,15:58:23,0000000010,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200302,16:48:47,20200302,16:49:16,0000000010,0000000039,0000000045,MOVIE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200302,17:38:21,20200302,17:38:50,0000000010,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200303,19:08:16,20200303,19:08:45,0000000010,0000000039,0000000045,THE GAME,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200303,19:49:35,20200303,19:50:04,0000000010,0000000039,0000000045,THE GAME,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200303,20:13:01,20200303,20:13:30,0000000010,0000000039,0000000045,MOVIE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200304,17:37:22,20200304,17:37:51,0000000010,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200304,19:14:39,20200304,19:15:08,0000000010,0000000039,0000000045,THE GAME,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200304,20:38:56,20200304,20:39:25,0000000010,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200305,13:21:30,20200305,13:21:59,0000000010,0000000039,0000000045,WITHOUT A TRACE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200305,15:24:29,20200305,15:24:58,0000000010,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200305,17:24:51,20200305,17:25:20,0000000010,0000000039,0000000045,MOVIE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
