Encoding Id,Market,Rank,Station,Channel,Affiliate,Start Date,Start Time,Stop Date,Stop Time,Start Second,Stop Second,Seconds,Program,ISCI-20,Campaign,Advertiser,Product Name,Module Code,Phone Number,Length 
0001403213,CHARLESTON SC,091,WTAT,024,FOX,20200224,14:32:29,20200224,14:32:58,0000000010,0000000039,0000000045,THE REAL,MTCH935530H,11/1/19,MMTC,MBC Skills,30,8437935106,30
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200224,14:56:22,20200224,14:57:21,0000000010,0000000069,0000000075,THE REAL,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001411274,CHARLESTON SC,091,WTAT,024,FOX,20200224,15:41:04,20200224,15:41:33,0000000010,0000000039,0000000045,TMZ LIVE,MTCH937130H,12/15/19,MMTC,Mosaic,30,8437935106,30
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200224,15:54:57,20200224,15:55:56,0000000010,0000000069,0000000075,TMZ LIVE,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001403213,CHARLESTON SC,091,WTAT,024,FOX,20200225,09:18:12,20200225,09:18:41,0000000010,0000000039,0000000045,JUDGE JUDY,MTCH935530H,11/1/19,MMTC,MBC Skills,30,8437935106,30
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200225,09:58:46,20200225,09:59:45,0000000010,0000000069,0000000075,JUDGE JUDY,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200225,11:46:26,20200225,11:47:25,0000000010,0000000069,0000000075,JUSTICE WITH JUDGE MABLEAN,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001411274,CHARLESTON SC,091,WTAT,024,FOX,20200225,11:59:46,20200225,12:00:15,0000000010,0000000039,0000000045,JUSTICE WITH JUDGE MABLEAN,MTCH937130H,12/15/19,MMTC,Mosaic,30,8437935106,30
0001403213,CHARLESTON SC,091,WTAT,024,FOX,20200225,21:22:49,20200225,21:23:18,0000000010,0000000039,0000000045,GORDON RAMSAY'S 24 HOURS TO HELL AND,MTCH935530H,11/1/19,MMTC,MBC Skills,30,8437935106,30
0001411274,CHARLESTON SC,091,WTAT,024,FOX,20200226,11:08:33,20200226,11:09:02,0000000010,0000000039,0000000045,DIVORCE COURT,MTCH937130H,12/15/19,MMTC,Mosaic,30,8437935106,30
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200226,15:31:17,20200226,15:32:16,0000000010,0000000069,0000000075,TMZ LIVE,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001403213,CHARLESTON SC,091,WTAT,024,FOX,20200226,15:50:01,20200226,15:50:30,0000000010,0000000039,0000000045,TMZ LIVE,MTCH935530H,11/1/19,MMTC,MBC Skills,30,8437935106,30
0001411274,CHARLESTON SC,091,WTAT,024,FOX,20200227,09:29:11,20200227,09:29:40,0000000010,0000000039,0000000045,JUDGE JUDY,MTCH937130H,12/15/19,MMTC,Mosaic,30,8437935106,30
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200227,09:48:02,20200227,09:49:01,0000000010,0000000069,0000000075,JUDGE JUDY,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001403213,CHARLESTON SC,091,WTAT,024,FOX,20200227,11:46:59,20200227,11:47:28,0000000010,0000000039,0000000045,JUSTICE WITH JUDGE MABLEAN,MTCH935530H,11/1/19,MMTC,MBC Skills,30,8437935106,30
0001411273,CHARLESTON SC,091,WTAT,024,FOX,20200227,11:58:46,20200227,11:59:45,0000000010,0000000069,0000000075,JUSTICE WITH JUDGE MABLEAN,MTCH937160H,12/15/19,MMTC,Mosaic,60,8437935106,60
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200224,15:59:09,20200224,15:59:38,0000000010,0000000039,0000000045,THE KELLY CLARKSON SHOW,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200224,16:28:35,20200224,16:29:05,0000000010,0000000040,0000000045,JUDGE JUDY,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200224,21:32:46,20200224,21:33:15,0000000010,0000000039,0000000045,THE BACHELOR,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200225,19:59:12,20200225,19:59:41,0000000010,0000000039,0000000045,ENTERTAINMENT TONIGHT,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200226,16:25:42,20200226,16:26:11,0000000010,0000000039,0000000045,JUDGE JUDY,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200226,16:42:24,20200226,16:42:53,0000000010,0000000039,0000000045,JUDGE JUDY,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200228,20:44:17,20200228,20:44:46,0000000010,0000000039,0000000045,SHARK TANK,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200229,19:59:22,20200229,19:59:51,0000000010,0000000039,0000000045,ENTERTAINMENT TONIGHT,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WPDE,015,ABC,20200229,20:36:03,20200229,20:36:32,0000000010,0000000039,0000000045,NBA BASKETBALL,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200224,15:24:23,20200224,15:24:52,0000000010,0000000039,0000000045,LAUREN LAKE'S PATERNITY COURT,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411279,MYRTLE BEACH,097,WFXB,043,FOX,20200224,15:44:30,20200224,15:45:29,0000000010,0000000069,0000000075,LAUREN LAKE'S PATERNITY COURT,MTFL937460H,12/15/19,MMTC,Mosaic,60,8437935121,60
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200224,17:26:56,20200224,17:27:25,0000000010,0000000039,0000000045,JUDGE MATHIS,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411279,MYRTLE BEACH,097,WFXB,043,FOX,20200224,17:52:34,20200224,17:53:33,0000000010,0000000069,0000000075,JUDGE MATHIS,MTFL937460H,12/15/19,MMTC,Mosaic,60,8437935121,60
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200224,22:23:55,20200224,22:24:24,0000000010,0000000039,0000000045,FOX NEWS AT 10,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200225,17:19:12,20200225,17:19:41,0000000010,0000000039,0000000045,JUDGE MATHIS,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411279,MYRTLE BEACH,097,WFXB,043,FOX,20200225,17:54:00,20200225,17:54:59,0000000010,0000000069,0000000075,JUDGE MATHIS,MTFL937460H,12/15/19,MMTC,Mosaic,60,8437935121,60
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200225,21:22:34,20200225,21:23:03,0000000010,0000000039,0000000045,GORDON RAMSAY'S 24 HOURS TO HELL AND,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200225,22:13:55,20200225,22:14:24,0000000010,0000000039,0000000045,FOX NEWS AT 10,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411279,MYRTLE BEACH,097,WFXB,043,FOX,20200226,15:29:11,20200226,15:30:09,0000000011,0000000069,0000000075,LAUREN LAKE'S PATERNITY COURT,MTFL937460H,12/15/19,MMTC,Mosaic,60,8437935121,60
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200226,15:59:07,20200226,15:59:36,0000000010,0000000039,0000000045,LAUREN LAKE'S PATERNITY COURT,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411280,MYRTLE BEACH,097,WFXB,043,FOX,20200227,17:16:46,20200227,17:17:15,0000000010,0000000039,0000000045,JUDGE MATHIS,MTFL937430H,12/15/19,MMTC,Mosaic,30,8437935121,30
0001411279,MYRTLE BEACH,097,WFXB,043,FOX,20200227,17:42:39,20200227,17:43:38,0000000010,0000000069,0000000075,JUDGE MATHIS,MTFL937460H,12/15/19,MMTC,Mosaic,60,8437935121,60
0001411272,AUGUSTA,108,WAGT,026,NBC,20200224,11:12:54,20200224,11:13:22,0000000011,0000000039,0000000045,TAMRON HALL,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001411271,AUGUSTA,108,WAGT,026,NBC,20200224,11:58:40,20200224,11:59:38,0000000011,0000000069,0000000075,TAMRON HALL,MTAU937060H,12/15/19,MMTC,Mosaic,60,7069939053,60
0001403212,AUGUSTA,108,WAGT,026,NBC,20200224,17:32:33,20200224,17:33:02,0000000010,0000000039,0000000045,THE ELLEN DEGENERES SHOW,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411272,AUGUSTA,108,WAGT,026,NBC,20200225,10:33:40,20200225,10:34:08,0000000011,0000000039,0000000045,TODAY WITH HODA & JENNA,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001411271,AUGUSTA,108,WAGT,026,NBC,20200225,10:59:12,20200225,11:00:10,0000000011,0000000069,0000000075,TODAY WITH HODA & JENNA,MTAU937060H,12/15/19,MMTC,Mosaic,60,7069939053,60
0001403212,AUGUSTA,108,WAGT,026,NBC,20200225,17:23:38,20200225,17:24:07,0000000010,0000000039,0000000045,THE ELLEN DEGENERES SHOW,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411271,AUGUSTA,108,WAGT,026,NBC,20200225,17:38:39,20200225,17:39:37,0000000011,0000000069,0000000075,THE ELLEN DEGENERES SHOW,MTAU937060H,12/15/19,MMTC,Mosaic,60,7069939053,60
0001411272,AUGUSTA,108,WAGT,026,NBC,20200226,11:22:22,20200226,11:22:51,0000000010,0000000039,0000000045,TAMRON HALL,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001411271,AUGUSTA,108,WAGT,026,NBC,20200226,11:36:58,20200226,11:37:57,0000000010,0000000069,0000000075,TAMRON HALL,MTAU937060H,12/15/19,MMTC,Mosaic,60,7069939053,60
0001403212,AUGUSTA,108,WAGT,026,NBC,20200226,17:33:38,20200226,17:34:07,0000000010,0000000039,0000000045,THE ELLEN DEGENERES SHOW,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411272,AUGUSTA,108,WAGT,026,NBC,20200227,19:55:58,20200227,19:56:27,0000000010,0000000039,0000000045,THE BIG BANG THEORY,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001403212,AUGUSTA,108,WAGT,026,NBC,20200228,19:29:26,20200228,19:29:55,0000000010,0000000039,0000000045,NBC26 NEWS AT 7PM,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411272,AUGUSTA,108,WAGT,026,NBC,20200228,19:55:43,20200228,19:56:11,0000000011,0000000039,0000000045,THE BIG BANG THEORY,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001403212,AUGUSTA,108,WRDW,012,CBS,20200224,12:08:54,20200224,12:09:23,0000000010,0000000039,0000000045,NEWS 12 MIDDAY,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411272,AUGUSTA,108,WRDW,012,CBS,20200224,12:25:27,20200224,12:25:56,0000000010,0000000039,0000000045,NEWS 12 MIDDAY,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001403212,AUGUSTA,108,WRDW,012,CBS,20200226,12:06:29,20200226,12:06:58,0000000010,0000000039,0000000045,NEWS 12 MIDDAY,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411272,AUGUSTA,108,WRDW,012,CBS,20200226,12:23:02,20200226,12:23:31,0000000010,0000000039,0000000045,NEWS 12 MIDDAY,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001411272,AUGUSTA,108,WFXG,054,FOX,20200224,10:30:56,20200224,10:31:25,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
0001411271,AUGUSTA,108,WFXG,054,FOX,20200224,10:56:51,20200224,10:57:49,0000000011,0000000069,0000000075,THE WENDY WILLIAMS SHOW,MTAU937060H,12/15/19,MMTC,Mosaic,60,7069939053,60
0001403212,AUGUSTA,108,WFXG,054,FOX,20200224,17:29:03,20200224,17:29:32,0000000010,0000000039,0000000045,HOT BENCH,MTAU935430H,11/1/19,MMTC,MBC Skills,30,7069939053,30
0001411271,AUGUSTA,108,WFXG,054,FOX,20200224,17:43:57,20200224,17:44:55,0000000010,0000000068,0000000075,HOT BENCH,MTAU937060H,12/15/19,MMTC,Mosaic,60,7069939053,60
0001411272,AUGUSTA,108,WFXG,054,FOX,20200224,22:22:56,20200224,22:23:25,0000000010,0000000039,0000000045,FOX 54 NEWS AT 10,MTAU937030H,12/15/19,MMTC,Mosaic,30,7069939053,30
