Encoding Id,Market,Rank,Station,Channel,Affiliate,Start Date,Start Time,Stop Date,Stop Time,Start Second,Stop Second,Seconds,Program,ISCI-20,Campaign,Advertiser,Product Name,Module Code,Phone Number,Length 
0001378977,CABLE TV,,FSA,,,20200307,16:10:16,20200307,16:10:45,0000000010,0000000039,0000000045,HIGH SCHOOL BASKETBALL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200307,17:09:08,20200307,17:09:34,0000000011,0000000037,0000000045,HIGH SCHOOL BASKETBALL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200308,14:06:30,20200308,14:06:59,0000000010,0000000039,0000000045,FOCUSED,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200308,15:10:45,20200308,15:11:14,0000000010,0000000039,0000000045,NBA BASKETBALL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200308,23:52:27,20200308,23:52:56,0000000010,0000000039,0000000045,WORLD POKER TOUR,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001378977,PHOENIX,011,KAZT,007,IND,20200302,19:14:35,20200302,19:15:04,0000000010,0000000039,0000000045,FAMILY FEUD,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,PHOENIX,011,KAZT,007,IND,20200303,19:19:28,20200303,19:19:57,0000000010,0000000039,0000000045,FAMILY FEUD,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,PHOENIX,011,KAZT,007,IND,20200304,19:15:21,20200304,19:15:51,0000000010,0000000040,0000000045,FAMILY FEUD,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,PHOENIX,011,KAZT,007,IND,20200305,19:14:01,20200305,19:14:30,0000000010,0000000039,0000000045,FAMILY FEUD,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,PHOENIX,011,KAZT,007,IND,20200306,20:40:05,20200306,20:40:34,0000000010,0000000039,0000000045,FAMILY FEUD,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
