Encoding Id,Market,Rank,Station,Channel,Affiliate,Start Date,Start Time,Stop Date,Stop Time,Start Second,Stop Second,Seconds,Program,ISCI-20,Campaign,Advertiser,Product Name,Module Code,Phone Number,Length 
0001402031,WILKES BARRE,060,WOLF,056,FOX,20200227,14:49:10,20200227,14:49:39,0000000010,0000000039,0000000045,DR. PHIL,MCWB934630H,10/15/19,McCann,Healthcare Skills,30,5703913112,30
0001411267,WILKES BARRE,060,WOLF,056,FOX,20200227,19:13:10,20200227,19:13:39,0000000010,0000000039,0000000045,THE BIG BANG THEORY,MCWB936530H,12/15/19,McCann,Mosaic,30,5703913112,30
0001411266,WILKES BARRE,060,WSWB,038,CW,20200224,11:42:40,20200224,11:43:39,0000000010,0000000069,0000000075,THE PEOPLE'S COURT,MCWB936560H,12/15/19,McCann,Mosaic,60,5703913112,60
0001402031,WILKES BARRE,060,WSWB,038,CW,20200224,11:59:07,20200224,11:59:36,0000000010,0000000039,0000000045,THE PEOPLE'S COURT,MCWB934630H,10/15/19,McCann,Healthcare Skills,30,5703913112,30
0001411267,WILKES BARRE,060,WSWB,038,CW,20200224,14:31:27,20200224,14:31:56,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MCWB936530H,12/15/19,McCann,Mosaic,30,5703913112,30
0001411266,WILKES BARRE,060,WSWB,038,CW,20200224,14:52:23,20200224,14:53:22,0000000010,0000000069,0000000075,THE WENDY WILLIAMS SHOW,MCWB936560H,12/15/19,McCann,Mosaic,60,5703913112,60
0001402031,WILKES BARRE,060,WSWB,038,CW,20200225,12:18:54,20200225,12:19:23,0000000010,0000000039,0000000045,JUDGE MATHIS,MCWB934630H,10/15/19,McCann,Healthcare Skills,30,5703913112,30
0001411266,WILKES BARRE,060,WSWB,038,CW,20200225,12:46:24,20200225,12:47:23,0000000010,0000000069,0000000075,JUDGE MATHIS,MCWB936560H,12/15/19,McCann,Mosaic,60,5703913112,60
0001411267,WILKES BARRE,060,WSWB,038,CW,20200225,18:58:40,20200225,18:59:09,0000000010,0000000039,0000000045,FAMILY FEUD,MCWB936530H,12/15/19,McCann,Mosaic,30,5703913112,30
0001402031,WILKES BARRE,060,WSWB,038,CW,20200225,19:29:02,20200225,19:29:31,0000000010,0000000039,0000000045,FAMILY FEUD,MCWB934630H,10/15/19,McCann,Healthcare Skills,30,5703913112,30
0001411267,WILKES BARRE,060,WSWB,038,CW,20200226,11:25:47,20200226,11:26:16,0000000010,0000000039,0000000045,THE PEOPLE'S COURT,MCWB936530H,12/15/19,McCann,Mosaic,30,5703913112,30
0001402031,WILKES BARRE,060,WSWB,038,CW,20200226,14:37:46,20200226,14:38:15,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MCWB934630H,10/15/19,McCann,Healthcare Skills,30,5703913112,30
0001411266,WILKES BARRE,060,WSWB,038,CW,20200226,14:53:53,20200226,14:54:53,0000000010,0000000070,0000000075,THE WENDY WILLIAMS SHOW,MCWB936560H,12/15/19,McCann,Mosaic,60,5703913112,60
0001411267,WILKES BARRE,060,WSWB,038,CW,20200227,12:25:08,20200227,12:25:37,0000000010,0000000039,0000000045,JUDGE MATHIS,MCWB936530H,12/15/19,McCann,Mosaic,30,5703913112,30
0001411266,WILKES BARRE,060,WSWB,038,CW,20200227,12:58:09,20200227,12:59:08,0000000010,0000000069,0000000075,JUDGE MATHIS,MCWB936560H,12/15/19,McCann,Mosaic,60,5703913112,60
0001411268,MONROE,140,NNOE,011,ABC,20200224,17:24:49,20200224,17:25:48,0000000010,0000000069,0000000075,JUDGE JUDY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,NNOE,011,ABC,20200224,19:20:43,20200224,19:21:12,0000000010,0000000039,0000000045,THE BACHELOR,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001400742,MONROE,140,NNOE,011,ABC,20200224,22:24:50,20200224,22:25:19,0000000010,0000000039,0000000045,KAQY NEWS NOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411269,MONROE,140,NNOE,011,ABC,20200225,09:13:46,20200225,09:14:15,0000000010,0000000039,0000000045,25 WORDS OR LESS,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200225,09:53:33,20200225,09:54:32,0000000010,0000000069,0000000075,25 WORDS OR LESS,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,NNOE,011,ABC,20200225,14:43:44,20200225,14:44:13,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200225,14:52:05,20200225,14:53:04,0000000010,0000000069,0000000075,THE WENDY WILLIAMS SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,NNOE,011,ABC,20200226,17:24:21,20200226,17:25:21,0000000010,0000000070,0000000075,JUDGE JUDY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,NNOE,011,ABC,20200227,09:25:17,20200227,09:26:16,0000000010,0000000069,0000000075,25 WORDS OR LESS,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,NNOE,011,ABC,20200227,09:46:31,20200227,09:47:00,0000000010,0000000039,0000000045,25 WORDS OR LESS,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001400742,MONROE,140,NNOE,011,ABC,20200227,14:37:54,20200227,14:38:23,0000000010,0000000039,0000000045,THE WENDY WILLIAMS SHOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,NNOE,011,ABC,20200227,14:55:57,20200227,14:56:56,0000000010,0000000069,0000000075,THE WENDY WILLIAMS SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,NNOE,011,ABC,20200227,20:16:32,20200227,20:17:01,0000000010,0000000039,0000000045,GREY'S ANATOMY,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411269,MONROE,140,KTVE,010,NBC,20200224,11:26:00,20200224,11:26:29,0000000010,0000000039,0000000045,TAMRON HALL,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200224,11:44:45,20200224,11:45:44,0000000010,0000000069,0000000075,TAMRON HALL,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,KTVE,010,NBC,20200224,14:34:34,20200224,14:35:33,0000000010,0000000069,0000000075,RACHAEL RAY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KTVE,010,NBC,20200224,14:48:50,20200224,14:49:19,0000000010,0000000039,0000000045,RACHAEL RAY,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001400742,MONROE,140,KTVE,010,NBC,20200225,16:12:01,20200225,16:12:30,0000000010,0000000039,0000000045,THE DR. OZ SHOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200225,16:31:02,20200225,16:32:01,0000000010,0000000069,0000000075,THE DR. OZ SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,KTVE,010,NBC,20200226,11:28:04,20200226,11:29:02,0000000011,0000000069,0000000075,TAMRON HALL,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,KTVE,010,NBC,20200226,11:55:18,20200226,11:55:47,0000000010,0000000039,0000000045,TAMRON HALL,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200226,14:12:49,20200226,14:13:48,0000000010,0000000069,0000000075,RACHAEL RAY,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,KTVE,010,NBC,20200226,14:46:33,20200226,14:47:02,0000000010,0000000039,0000000045,RACHAEL RAY,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KTVE,010,NBC,20200227,16:11:20,20200227,16:12:18,0000000011,0000000069,0000000075,THE DR. OZ SHOW,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KTVE,010,NBC,20200227,16:32:50,20200227,16:33:19,0000000010,0000000039,0000000045,THE DR. OZ SHOW,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001400742,MONROE,140,KARD,014,FOX,20200224,10:46:43,20200224,10:47:12,0000000010,0000000039,0000000045,THE REAL,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200224,10:55:26,20200224,10:55:29,0000000016,0000000013,0000000075,THE REAL,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,KARD,014,FOX,20200224,12:17:08,20200224,12:17:37,0000000010,0000000039,0000000045,THE PEOPLE'S COURT,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200224,12:49:59,20200224,12:50:58,0000000010,0000000069,0000000075,THE PEOPLE'S COURT,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KARD,014,FOX,20200225,13:30:42,20200225,13:31:11,0000000010,0000000039,0000000045,TMZ LIVE,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200225,13:58:58,20200225,13:59:57,0000000010,0000000069,0000000075,TMZ LIVE,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411269,MONROE,140,KARD,014,FOX,20200226,10:33:19,20200226,10:33:48,0000000010,0000000039,0000000045,THE REAL,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200226,10:56:30,20200226,10:57:29,0000000010,0000000069,0000000075,THE REAL,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001411268,MONROE,140,KARD,014,FOX,20200226,12:16:36,20200226,12:17:35,0000000010,0000000069,0000000075,THE PEOPLE'S COURT,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KARD,014,FOX,20200226,12:46:02,20200226,12:46:31,0000000010,0000000039,0000000045,THE PEOPLE'S COURT,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001411269,MONROE,140,KARD,014,FOX,20200226,18:49:35,20200226,18:50:04,0000000010,0000000039,0000000045,THE BIG BANG THEORY,MCMO936630H,12/15/19,McCann,Mosaic,30,3187674751,30
0001411268,MONROE,140,KARD,014,FOX,20200227,13:21:06,20200227,13:22:05,0000000010,0000000069,0000000075,TMZ LIVE,MCMO936660H,12/15/19,McCann,Mosaic,60,3187674751,60
0001400742,MONROE,140,KARD,014,FOX,20200227,13:49:04,20200227,13:49:33,0000000010,0000000039,0000000045,TMZ LIVE,MCMO934430H,10/15/19,McCann,Healthcare Skills,30,3187674751,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200224,14:29:13,20200224,14:29:42,0000000010,0000000039,0000000045,THE BERNIE MAC SHOW,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200224,18:18:28,20200224,18:18:57,0000000010,0000000039,0000000045,MOVIE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001411264,PHILADELPHIA,004,EUVP,066,IND,20200224,19:25:28,20200224,19:26:28,0000000010,0000000069,0000000075,THE GAME,MCPH936460H,12/15/19,McCann,Mosaic,60,4848553141,60
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200225,16:56:37,20200225,16:57:05,0000000011,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411264,PHILADELPHIA,004,EUVP,066,IND,20200225,17:17:51,20200225,17:18:50,0000000010,0000000069,0000000075,MOVIE,MCPH936460H,12/15/19,McCann,Mosaic,60,4848553141,60
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200225,19:45:21,20200225,19:45:50,0000000010,0000000039,0000000045,THE GAME,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001411264,PHILADELPHIA,004,EUVP,066,IND,20200226,15:38:10,20200226,15:39:09,0000000010,0000000069,0000000075,MOVIE,MCPH936460H,12/15/19,McCann,Mosaic,60,4848553141,60
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200226,17:10:52,20200226,17:11:22,0000000010,0000000039,0000000045,MOVIE,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200226,18:50:50,20200226,18:51:19,0000000010,0000000039,0000000045,MOVIE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
0001399589,PHILADELPHIA,004,EUVP,066,IND,20200227,13:41:39,20200227,13:42:08,0000000010,0000000039,0000000045,OJ25,MCPH934330H,10/15/19,McCann,CIMT Skills,30,4848553141,30
0001411264,PHILADELPHIA,004,EUVP,066,IND,20200227,14:43:58,20200227,14:44:56,0000000011,0000000069,0000000075,MOVIE,MCPH936460H,12/15/19,McCann,Mosaic,60,4848553141,60
0001411265,PHILADELPHIA,004,EUVP,066,IND,20200227,18:13:10,20200227,18:13:39,0000000010,0000000039,0000000045,MOVIE,MCPH936430H,12/15/19,McCann,Mosaic,30,4848553141,30
